,Subject,Hold .,Hold t,Hold i,Hold e,Hold Shift,Hold 5,Hold Shift.1,Hold Caps,Hold r,Hold o,Hold a,Hold n,Hold l,Hold Enter,DD ..t,DD t.i,DD i.e,DD e.Shift,DD Shift.5,DD 5.Shift,DD Shift.Caps,DD Caps.r,DD r.o,DD o.a,DD a.n,DD n.l,DD l.Enter,UD ..t,UD t.i,UD i.e,UD e.Shift,UD Shift.5,UD 5.Shift,UD Shift.Caps,UD Caps.r,UD r.o,UD o.a,UD a.n,UD n.l,UD l.Enter,Pressure .,Pressure t,Pressure i,Pressure e,Pressure Shift,Pressure 5,Pressure Shift.1,Pressure Caps,Pressure r,Pressure o,Pressure a,Pressure n,Pressure l,Pressure Enter,Size .,Size t,Size i,Size e,Size Shift,Size 5,Size Shift.1,Size Caps,Size r,Size o,Size a,Size n,Size l,Size Enter,AvH,AvP,AvA
10,1.0,147.0,98.0,155.0,92.0,78.0,91.0,96.0,96.0,101.0,129.0,115.0,138.0,136.0,101.0,373.0,404.0,586.0,708.0,932.0,322.0,565.0,442.0,497.0,265.0,346.0,449.75,462.0,226.0,306.0,431.0,616.0,854.0,231.0,469.0,346.0,396.0,136.0,231.0,340.75,326.0,0.096000000834465,0.657600045204162,0.249600008130073,0.19200000166893,0.163200005888938,0.0816000029444694,0.691200017929077,0.110400006175041,0.110400006175041,0.825600028038024,0.744000017642974,0.1488000005483625,0.3947999961674208,0.302400022745132,0.290322571992874,0.38709676265716497,0.451612889766693,0.290322571992874,0.354838699102401,0.225806444883346,0.612903237342834,0.225806444883346,0.25806450843811,0.51612901687622,0.419354826211929,0.290322571992874,0.45161288976669156,0.548387050628662,112.35714285714286,0.3798857294023033,0.38248846786362745
11,1.0,165.0,93.0,123.0,64.0,80.0,88.0,108.0,76.0,102.0,136.0,106.0,159.0,137.0,81.0,404.0,379.0,289.0,346.0,611.0,325.0,1001.0,337.0,638.0,295.0,415.0,350.0,490.0,239.0,286.0,166.0,282.0,531.0,237.0,893.0,261.0,536.0,159.0,309.0,191.0,353.0,0.110400006175041,0.950400054454803,0.844800055027008,1.07520008087158,0.220800012350082,0.0864000022411346,0.672000050544738,0.110400006175041,0.10080000758171,0.724800050258636,0.124800004065036,0.105600006878376,0.3947999961674208,0.302400022745132,0.290322571992874,0.4838709533214569,0.51612901687622,0.51612901687622,0.45161288976669156,0.225806444883346,0.451612889766693,0.25806450843811,0.354838699102401,0.483870953321456,0.290322571992874,0.225806444883346,0.322580635547637,0.483870953321456,108.42857142857143,0.42788574205977525,0.38940091005393385
12,1.0,136.0,135.0,139.0,100.0,59.0,79.0,80.0,79.0,93.0,148.0,110.0,121.0,135.0,109.0,372.0,382.0,381.0,857.0,1343.0,389.0,445.0,357.0,576.0,312.0,396.0,353.0,513.0,236.0,247.0,242.0,757.0,1209.5,310.0,365.0,278.0,483.0,164.0,286.0,232.0,378.0,0.096000000834465,0.172800004482269,0.921600043773651,0.638400018215179,0.134400010108947,0.0768000036478042,0.244800016283988,0.196800008416175,0.10080000758171,0.235200017690658,0.302400022745132,0.1488000005483625,0.115200005471706,0.302400022745132,0.225806444883346,0.38709676265716497,0.419354826211929,0.354838699102401,0.25806450843811,0.25806450843811,0.38709676265716497,0.290322571992874,0.25806450843811,0.51612901687622,0.5322580486536015,0.322580635547637,0.225806444883346,0.580645143985748,108.78571428571429,0.28080001420208334,0.3594469917672017
13,1.0,148.0,95.0,165.0,81.0,84.0,74.0,88.0,97.0,102.0,150.0,125.0,135.0,127.0,129.0,447.0,417.0,589.0,776.0,528.0,507.5,572.0,405.0,500.0,310.0,433.0,316.0,493.0,299.0,322.0,424.0,695.0,444.0,456.5,484.0,308.0,398.0,160.0,308.0,181.0,366.0,0.0816000029444694,0.652800023555755,0.705600023269653,0.139200001955032,0.2675999961793425,0.0576000027358531,0.542400002479553,0.0912000015377998,0.0816000029444694,0.254400014877319,0.302400022745132,0.105600006878376,0.110400006175041,0.806400060653686,0.25806450843811,0.354838699102401,0.483870953321456,0.290322571992874,0.354838699102401,0.225806444883346,0.51612901687622,0.25806450843811,0.193548381328582,0.483870953321456,0.419354826211929,0.290322571992874,0.25806450843811,0.580645143985748,114.28571428571429,0.3144000148666754,0.35483869910240123
14,1.0,139.0,137.0,159.0,90.0,85.0,84.0,79.0,72.0,100.0,148.0,134.0,120.0,135.0,98.0,547.0,425.0,345.0,710.0,484.0,388.0,723.0,342.0,849.0,313.0,484.0,315.0,528.0,408.0,288.0,186.0,620.0,399.0,304.0,644.0,270.0,749.0,165.0,350.0,195.0,393.0,0.480000019073486,0.619200050830841,0.283200025558471,1.0032000541687,0.2675999961793425,0.0816000029444694,0.302400022745132,0.096000000834465,0.0864000022411346,0.19200000166893,0.172800004482269,0.10080000758171,0.134400010108947,0.71040004491806,0.290322571992874,0.38709676265716497,0.451612889766693,0.677419304847717,0.322580635547637,0.225806444883346,0.483870953321456,0.290322571992874,0.225806444883346,0.290322571992874,0.290322571992874,0.290322571992874,0.25806450843811,0.483870953321456,112.85714285714286,0.3418285915894164,0.35483869697366405
15,1.0,164.0,110.0,158.0,82.0,79.0,85.0,87.0,87.0,95.0,144.0,109.0,151.0,137.0,100.0,477.0,399.0,348.0,384.0,596.0,323.0,586.0,348.0,470.0,281.0,389.0,406.0,448.0,313.0,289.0,190.0,302.0,517.0,238.0,499.0,261.0,375.0,137.0,280.0,255.0,311.0,0.532800018787384,0.263999998569488,0.93120002746582,0.302400022745132,0.139200001955032,0.0768000036478042,0.230400010943412,0.129600003361701,0.10080000758171,0.302400022745132,0.216000005602836,0.110400006175041,0.3947999961674208,0.801600039005279,0.322580635547637,0.38709676265716497,0.580645143985748,0.548387050628662,0.290322571992874,0.290322571992874,0.354838699102401,0.322580635547637,0.193548381328582,0.51612901687622,0.51612901687622,0.322580635547637,0.322580635547637,0.548387050628662,113.42857142857143,0.3356571570038791,0.39400920058999683
16,1.0,166.0,87.0,162.0,109.0,52.0,92.0,107.0,90.0,93.0,155.0,117.0,159.0,145.0,91.0,450.0,423.0,453.0,398.0,517.0,391.0,466.0,387.0,475.0,358.0,641.25,402.0,490.0,284.0,336.0,291.0,289.0,474.0,299.0,359.0,297.0,382.0,203.0,537.5,243.0,345.0,0.499200016260147,0.950400054454803,0.182400003075599,0.120000004768371,0.163200005888938,0.052800003439188,0.201600015163421,0.2892000172287218,0.124800004065036,0.259200006723403,0.590400040149688,0.110400006175041,0.124800004065036,0.302400022745132,0.290322571992874,0.451612889766693,0.322580635547637,0.25806450843811,0.290322571992874,0.25806450843811,0.354838699102401,0.322580635547637,0.354838699102401,0.38709676265716497,0.322580635547637,0.25806450843811,0.290322571992874,0.483870953321456,115.42857142857143,0.2883428721023452,0.3317972251347128
17,1.0,161.0,93.0,165.0,91.0,96.0,83.0,118.0,98.0,92.0,152.0,116.0,147.0,120.0,92.0,397.0,462.0,433.0,477.0,522.0,367.0,515.0,468.0,834.0,515.0,306.0,364.0,454.0,236.0,369.0,268.0,386.0,426.0,284.0,397.0,370.0,742.0,363.0,190.0,217.0,334.0,0.10080000758171,0.720000028610229,0.782400012016296,0.820800065994262,0.120000004768371,0.0912000015377998,0.302400022745132,0.2892000172287218,0.096000000834465,0.451200008392334,0.206400007009506,0.110400006175041,0.139200001955032,0.27360001206398,0.225806444883346,0.4838709533214569,0.51612901687622,0.38709676265716497,0.290322571992874,0.290322571992874,0.51612901687622,0.290322571992874,0.322580635547637,0.354838699102401,0.419354826211929,0.225806444883346,0.25806450843811,0.483870953321456,116.0,0.32331429900867575,0.3640552886894766
18,1.0,106.0,97.0,156.0,86.0,97.0,94.0,104.0,80.0,103.0,147.0,99.0,157.0,91.25,91.0,792.25,309.0,489.0,339.0,463.0,357.0,418.0,363.0,477.0,390.0,485.0,376.0,504.0,663.0,212.0,333.0,253.0,366.0,263.0,314.0,283.0,374.0,243.0,386.0,219.0,433.0,0.10080000758171,0.129600003361701,0.763200044631958,1.03680002689361,0.19200000166893,0.15360001102089843,0.796800017356872,0.158400014042854,0.129600003361701,0.19200000166893,0.48480001091957,0.110400006175041,0.3947999961674208,0.835200011730194,0.290322571992874,0.290322571992874,0.451612889766693,0.51612901687622,0.38709676265716497,0.290322571992874,0.645161271095275,0.322580635547637,0.322580635547637,0.419354826211929,0.322580635547637,0.290322571992874,0.419354826211929,0.51612901687622,104.42857142857143,0.41760001544441405,0.3917050574507027
19,1.0,180.0,105.0,111.0,126.25,85.0,91.0,83.0,77.0,102.0,155.0,121.0,152.0,135.0,101.0,551.0,544.0,542.0,911.0,507.0,507.5,1028.5,519.0,656.0,717.0,416.0,330.0,549.0,371.0,439.0,447.0,782.0,422.0,456.5,945.0,442.0,554.0,619.0,295.0,178.0,414.0,0.513600051403045,0.54720002412796,0.739200055599212,0.916800022125244,0.182400003075599,0.096000000834465,0.244800016283988,0.0816000029444694,0.096000000834465,0.79200005531311,0.926400065422058,0.0816000029444694,0.129600003361701,0.902400016784668,0.354838699102401,0.322580635547637,0.51612901687622,0.7258064299821846,0.38709676265716497,0.225806444883346,0.38709676265716497,0.225806444883346,0.225806444883346,0.483870953321456,0.419354826211929,0.225806444883346,0.25806450843811,0.51612901687622,115.07142857142857,0.446400022932461,0.3778801751988269
20,1.0,143.0,112.0,146.0,110.0,77.0,78.0,105.0,76.0,102.0,163.0,107.0,172.0,148.0,72.0,374.0,398.0,351.0,925.25,502.0,311.0,627.0,361.0,878.0,326.0,417.0,373.0,612.0,231.0,286.0,205.0,865.25,425.0,233.0,522.0,285.0,776.0,163.0,310.0,201.0,464.0,0.432000011205673,0.619200050830841,0.676800012588501,0.993600070476532,0.2675999961793425,0.0672000050544738,0.302400022745132,0.105600006878376,0.10080000758171,0.206400007009506,0.633600056171417,0.105600006878376,0.182400003075599,0.230400010943412,0.25806450843811,0.225806444883346,0.451612889766693,0.548387050628662,0.419354826211929,0.193548381328582,0.51612901687622,0.25806450843811,0.25806450843811,0.451612889766693,0.25806450843811,0.25806450843811,0.354838699102401,0.38709676265716497,115.07142857142857,0.38262859519038855,0.3456221073865886
21,1.0,149.0,111.0,173.0,90.0,97.0,101.0,90.0,87.0,100.0,142.0,99.0,138.0,127.0,81.0,362.0,437.0,466.0,559.0,536.0,323.0,577.0,374.0,477.0,289.0,380.0,314.0,524.0,213.0,326.0,293.0,469.0,439.0,222.0,487.0,287.0,377.0,147.0,281.0,176.0,397.0,0.144000008702278,0.158400014042854,0.216000005602836,0.59520000219345,0.144000008702278,0.0912000015377998,0.897600054740905,0.2892000172287218,0.10080000758171,0.590400040149688,0.177600011229515,0.1488000005483625,0.158400014042854,0.302400022745132,0.322580635547637,0.290322571992874,0.354838699102401,0.25806450843811,0.290322571992874,0.225806444883346,0.51612901687622,0.290322571992874,0.25806450843811,0.354838699102401,0.322580635547637,0.354838699102401,0.38709676265716497,0.483870953321456,113.21428571428571,0.3075428738125729,0.3364055199282504
22,1.0,156.0,94.0,154.0,94.0,89.0,107.0,107.0,95.0,91.0,148.0,104.0,119.0,118.0,111.0,424.0,360.0,336.0,430.0,988.0,427.0,1028.5,393.0,426.0,717.0,281.0,291.0,506.0,268.0,266.0,182.0,336.0,899.0,320.0,945.0,298.0,335.0,619.0,177.0,172.0,388.0,0.134400010108947,0.643200039863586,0.302400022745132,0.729600012302398,0.244800016283988,0.15360001102089843,0.27360001206398,0.0912000015377998,0.115200005471706,0.172800004482269,0.542400002479553,0.096000000834465,0.172800004482269,1.0032000541687,0.38709676265716497,0.322580635547637,0.709677398204803,0.451612889766693,0.38709676265716497,0.25806450843811,0.419354826211929,0.225806444883346,0.322580635547637,0.322580635547637,0.322580635547637,0.193548381328582,0.419354826211929,0.645161271095275,113.35714285714286,0.34217144336019195,0.38479261526039604
23,1.0,136.0,84.0,147.0,81.0,89.0,87.0,98.0,78.0,110.0,145.0,98.0,143.0,147.0,98.0,402.0,465.0,334.0,380.0,751.0,354.0,816.0,374.0,615.0,294.0,287.0,356.0,537.0,266.0,381.0,187.0,299.0,662.0,267.0,718.0,296.0,505.0,149.0,189.0,213.0,390.0,0.096000000834465,0.187200009822845,0.302400022745132,0.168000012636184,0.139200001955032,0.10080000758171,0.532800018787384,0.110400006175041,0.096000000834465,0.868800044059753,0.124800004065036,0.105600006878376,0.144000008702278,0.27360001206398,0.193548381328582,0.290322571992874,0.548387050628662,0.290322571992874,0.290322571992874,0.322580635547637,0.483870953321456,0.322580635547637,0.290322571992874,0.51612901687622,0.290322571992874,0.290322571992874,0.290322571992874,0.38709676265716497,110.07142857142857,0.2321142969386915,0.3433179599898198
24,1.0,154.0,132.0,172.0,100.0,79.0,102.0,87.0,93.0,119.0,141.0,89.0,128.0,136.0,90.0,425.0,408.0,365.0,442.0,559.0,345.0,709.0,360.0,518.0,717.0,274.0,243.0,443.0,271.0,276.0,193.0,342.0,480.0,243.0,622.0,267.0,399.0,619.0,185.0,115.0,307.0,0.552000045776367,0.499200016260147,0.225600004196167,0.739200055599212,0.19200000166893,0.0768000036478042,0.657600045204162,0.0864000022411346,0.0912000015377998,0.960000038146972,0.609600007534027,0.096000000834465,0.158400014042854,0.268800020217895,0.322580635547637,0.25806450843811,0.354838699102401,0.51612901687622,0.354838699102401,0.225806444883346,0.419354826211929,0.193548381328582,0.225806444883346,0.6774193346500386,0.419354826211929,0.225806444883346,0.290322571992874,0.451612889766693,115.85714285714286,0.3723428754934241,0.36175113916397045
25,1.0,154.0,102.0,153.0,74.0,87.0,96.0,97.0,90.0,110.0,154.0,114.0,139.0,128.0,92.0,326.0,408.0,354.0,392.0,485.0,327.0,438.0,547.0,951.0,355.0,327.0,302.0,504.0,172.0,306.0,201.0,318.0,398.0,231.0,341.0,457.0,841.0,201.0,213.0,163.0,376.0,0.124800004065036,0.744000017642974,0.302400022745132,0.691200017929077,0.134400010108947,0.096000000834465,0.302400022745132,0.0816000029444694,0.120000004768371,0.235200017690658,0.230400010943412,0.105600006878376,0.3947999961674208,0.705600023269653,0.290322571992874,0.354838699102401,0.580645143985748,0.354838699102401,0.290322571992874,0.25806450843811,0.451612889766693,0.161290317773818,0.354838699102401,0.451612889766693,0.38709676265716497,0.290322571992874,0.354838699102401,0.483870953321456,113.57142857142857,0.31371429828660785,0.36175114129270775
26,1.0,155.0,85.0,155.0,82.0,52.0,101.0,103.0,89.0,108.0,163.0,115.0,132.0,118.0,101.0,638.0,337.0,356.0,925.25,500.0,392.0,633.0,335.0,622.0,300.0,334.0,273.0,501.0,483.0,252.0,201.0,849.0,449.0,291.0,530.0,246.0,514.0,137.0,219.0,141.0,383.0,0.120000004768371,0.216000005602836,0.782400012016296,0.168000012636184,0.163200005888938,0.0816000029444694,0.302400022745132,0.096000000834465,0.115200005471706,0.249600008130073,0.187200009822845,0.1488000005483625,0.3947999961674208,0.969600021839141,0.322580635547637,0.354838699102401,0.451612889766693,0.322580635547637,0.354838699102401,0.193548381328582,0.548387050628662,0.25806450843811,0.354838699102401,0.38709676265716497,0.354838699102401,0.322580635547637,0.38709676265716497,0.483870953321456,111.28571428571429,0.3257142975926394,0.3640552865607391
27,1.0,173.0,121.0,167.0,85.0,77.0,105.0,99.0,69.0,93.0,163.0,112.0,154.0,134.0,91.0,410.0,369.0,351.0,738.0,545.0,373.0,889.0,320.0,1125.25,337.0,356.0,334.0,579.0,237.0,248.0,184.0,653.0,468.0,268.0,790.0,251.0,1064.25,174.0,244.0,180.0,445.0,0.096000000834465,0.916800022125244,0.225600004196167,0.134400010108947,0.163200005888938,0.0816000029444694,0.964800059795379,0.105600006878376,0.0912000015377998,0.244800016283988,0.532800018787384,0.115200005471706,0.158400014042854,0.302400022745132,0.25806450843811,0.451612889766693,0.38709676265716497,0.290322571992874,0.322580635547637,0.225806444883346,0.548387050628662,0.25806450843811,0.225806444883346,0.419354826211929,0.290322571992874,0.25806450843811,0.322580635547637,0.51612901687622,117.35714285714286,0.295200013688632,0.3410138125930509
28,1.0,164.0,104.0,166.0,100.0,89.0,91.0,113.0,86.0,101.0,169.0,91.0,151.0,126.0,88.0,376.0,395.0,401.0,524.0,517.0,343.0,564.0,409.0,505.0,349.0,332.0,286.0,544.0,212.0,291.0,235.0,424.0,428.0,252.0,451.0,323.0,404.0,180.0,241.0,135.0,418.0,0.513600051403045,0.84960001707077,0.936000049114227,0.864000022411346,0.172800004482269,0.096000000834465,0.302400022745132,0.2892000172287218,0.110400006175041,0.225600004196167,0.777600049972534,0.105600006878376,0.3947999961674208,0.878400027751922,0.290322571992874,0.4838709533214569,0.580645143985748,0.451612889766693,0.322580635547637,0.322580635547637,0.51612901687622,0.225806444883346,0.322580635547637,0.451612889766693,0.419354826211929,0.25806450843811,0.419354826211929,0.51612901687622,117.07142857142857,0.47734288059707164,0.40092164703777816
29,1.0,154.0,117.0,167.0,100.0,61.0,98.0,112.0,117.25,102.0,147.0,89.0,135.0,115.0,116.0,342.0,339.0,342.0,382.0,561.0,327.0,485.0,369.0,454.0,717.0,235.0,237.0,704.25,188.0,222.0,175.0,282.0,500.0,229.0,373.0,247.0,352.0,619.0,146.0,102.0,578.75,0.134400010108947,0.201600015163421,0.302400022745132,0.787200033664703,0.2675999961793425,0.072000004351139,0.600000023841857,0.120000004768371,0.110400006175041,0.302400022745132,0.720000028610229,0.0912000015377998,0.124800004065036,0.854400038719177,0.322580635547637,0.354838699102401,0.580645143985748,0.419354826211929,0.38709676265716497,0.193548381328582,0.51612901687622,0.290322571992874,0.290322571992874,0.51612901687622,0.38709676265716497,0.25806450843811,0.25806450843811,0.51612901687622,116.78571428571429,0.35520001873373946,0.37788017307008964
30,1.0,139.0,112.0,151.0,83.0,124.0,91.0,94.0,111.0,102.0,158.0,98.0,119.0,151.0,110.0,696.0,391.0,281.0,666.0,700.0,336.0,469.0,354.0,433.0,388.0,335.0,345.0,614.0,557.0,279.0,130.0,583.0,562.0,245.0,375.0,243.0,331.0,230.0,237.0,226.0,463.0,0.129600003361701,0.772800028324127,0.211200013756752,0.139200001955032,0.134400010108947,0.15360001102089843,0.715200006961822,0.2892000172287218,0.120000004768371,0.302400022745132,0.892800033092498,0.10080000758171,0.163200005888938,1.0032000541687,0.290322571992874,0.38709676265716497,0.354838699102401,0.25806450843811,0.354838699102401,0.290322571992874,0.419354826211929,0.25806450843811,0.354838699102401,0.548387050628662,0.38709676265716497,0.225806444883346,0.419354826211929,0.548387050628662,118.35714285714286,0.3812571583049632,0.3640552844320021
